,model,subcomponent,errors
2022-07-01,SARIMAX,DOAT,-34.09934429847945
2022-08-01,SARIMAX,DOAT,-40.5681911230254
2022-09-01,SARIMAX,DOAT,-43.798737956967955
2020-10-01,SARIMAX,DOAU,-2.701626493839342
2020-11-01,SARIMAX,DOAU,4.321856355418902
2020-12-01,SARIMAX,DOAU,5.791451315359609
2021-01-01,SARIMAX,DOAU,0.16717125009193978
2021-02-01,SARIMAX,DOAU,8.301225807686137
2021-03-01,SARIMAX,DOAU,10.160378693772032
2021-04-01,SARIMAX,DOAU,7.781080544623592
2021-05-01,SARIMAX,DOAU,11.133634887107064
2021-06-01,SARIMAX,DOAU,13.33268454151812
2021-07-01,SARIMAX,DOAU,12.10783226290198
2021-08-01,SARIMAX,DOAU,7.997012398242987
2021-09-01,SARIMAX,DOAU,8.352422338358679
2021-10-01,SARIMAX,DOAU,7.17924154020352
2021-11-01,SARIMAX,DOAU,5.892981006614264
2021-12-01,SARIMAX,DOAU,10.321963718855443
2022-01-01,SARIMAX,DOAU,3.061298161132356
2022-02-01,SARIMAX,DOAU,2.8174178588071754
2022-03-01,SARIMAX,DOAU,-2.743351938008857
2022-04-01,SARIMAX,DOAU,-2.424110845651626
2022-05-01,SARIMAX,DOAU,-8.194539332907539
2022-06-01,SARIMAX,DOAU,-2.26735190869465
2022-07-01,SARIMAX,DOAU,-10.972919142167314
2022-08-01,SARIMAX,DOAU,-10.168942581504098
2022-09-01,SARIMAX,DOAU,-14.920930857595465
2020-10-01,SARIMAX,DOAV,-2.2328097281560417
2020-11-01,SARIMAX,DOAV,-3.0027015808966553
2020-12-01,SARIMAX,DOAV,5.07978735783999
2021-01-01,SARIMAX,DOAV,13.33663173246805
2021-02-01,SARIMAX,DOAV,15.393220168123094
2021-03-01,SARIMAX,DOAV,15.614849373931065
2021-04-01,SARIMAX,DOAV,8.498317050485952
2021-05-01,SARIMAX,DOAV,12.741988961242697
2021-06-01,SARIMAX,DOAV,13.155499169485694
2021-07-01,SARIMAX,DOAV,13.732583987646763
2021-08-01,SARIMAX,DOAV,11.870137968056412
2021-09-01,SARIMAX,DOAV,10.298012715599356
2021-10-01,SARIMAX,DOAV,3.6499447821037165
2021-11-01,SARIMAX,DOAV,-1.875468676511474
2021-12-01,SARIMAX,DOAV,2.4473153670155625
2022-01-01,SARIMAX,DOAV,-1.3405605088186405
2022-02-01,SARIMAX,DOAV,-5.574700958605945
2022-03-01,SARIMAX,DOAV,-4.8310703321377275
2022-04-01,SARIMAX,DOAV,-12.826512521876708
2022-05-01,SARIMAX,DOAV,-4.544538797335235
2022-06-01,SARIMAX,DOAV,-5.240537270731323
2022-07-01,SARIMAX,DOAV,-11.734339941223482
2022-08-01,SARIMAX,DOAV,-24.285616008285018
2022-09-01,SARIMAX,DOAV,-22.445094706668527
2020-10-01,SARIMAX,DOAW,-1.5680599190432076
2020-11-01,SARIMAX,DOAW,2.8129115605087236
2020-12-01,SARIMAX,DOAW,3.4943742455282063
2021-01-01,SARIMAX,DOAW,0.05850961532576093
2021-02-01,SARIMAX,DOAW,8.041510260014775
2021-03-01,SARIMAX,DOAW,7.348558087595848
2021-04-01,SARIMAX,DOAW,1.9466774382788117
2021-05-01,SARIMAX,DOAW,3.469187592633432
2021-06-01,SARIMAX,DOAW,1.9641377781073857
2021-07-01,SARIMAX,DOAW,3.7563291303392248
2021-08-01,SARIMAX,DOAW,2.440587595211582
2021-09-01,SARIMAX,DOAW,2.579824142401435
2021-10-01,SARIMAX,DOAW,4.700917094010947
2021-11-01,SARIMAX,DOAW,1.1889681821788827
2021-12-01,SARIMAX,DOAW,3.407534500406257
2022-01-01,SARIMAX,DOAW,3.631394349906941
2022-02-01,SARIMAX,DOAW,4.330240155891715
2022-03-01,SARIMAX,DOAW,7.109523621075141
2022-04-01,SARIMAX,DOAW,2.4802504496532833
2022-05-01,SARIMAX,DOAW,-2.7682537435213135
2022-06-01,SARIMAX,DOAW,-0.5290007152233329
2022-07-01,SARIMAX,DOAW,-6.926660587737501
2022-08-01,SARIMAX,DOAW,-3.708858587369093
2022-09-01,SARIMAX,DOAW,-6.210864650271617
2020-10-01,SARIMAX,DOAX,-2.492911268803482
2020-11-01,SARIMAX,DOAX,-1.1282240531391494
2020-12-01,SARIMAX,DOAX,6.442591265331544
2021-01-01,SARIMAX,DOAX,6.061905730280756
2021-02-01,SARIMAX,DOAX,1.84136990015989
2021-03-01,SARIMAX,DOAX,2.4904311834738166
2021-04-01,SARIMAX,DOAX,1.4089412480883823
2021-05-01,SARIMAX,DOAX,5.592056320382397
2021-06-01,SARIMAX,DOAX,4.805541188012938
2021-07-01,SARIMAX,DOAX,5.025049302967631
2021-08-01,SARIMAX,DOAX,6.408781183804621
2021-09-01,SARIMAX,DOAX,2.9474193902601087
2021-10-01,SARIMAX,DOAX,-4.192193617021076
2021-11-01,SARIMAX,DOAX,-3.6144548591834678
2021-12-01,SARIMAX,DOAX,-2.613245270973948
2022-01-01,SARIMAX,DOAX,-5.040820827043774
2022-02-01,SARIMAX,DOAX,-6.522928124359055
2022-03-01,SARIMAX,DOAX,-7.551391735300825
2022-04-01,SARIMAX,DOAX,-9.522797072790468
2022-05-01,SARIMAX,DOAX,-9.644215224781647
2022-06-01,SARIMAX,DOAX,-19.404044600395167
2022-07-01,SARIMAX,DOAX,-29.994796362782893
2022-08-01,SARIMAX,DOAX,-26.3951550532897
2022-09-01,SARIMAX,DOAX,-31.528436481492577
2020-10-01,SARIMAX,DOAY,-2.132070736332196
2020-11-01,SARIMAX,DOAY,8.438832085385513
2020-12-01,SARIMAX,DOAY,22.131198604467386
2021-01-01,SARIMAX,DOAY,23.531383525049534
2021-02-01,SARIMAX,DOAY,31.790585303908443
2021-03-01,SARIMAX,DOAY,27.675745758009924
2021-04-01,SARIMAX,DOAY,35.36010459604037
2021-05-01,SARIMAX,DOAY,36.900818952938124
2021-06-01,SARIMAX,DOAY,34.536592458804705
2021-07-01,SARIMAX,DOAY,37.358724723366464
2021-08-01,SARIMAX,DOAY,39.28979024445172
2021-09-01,SARIMAX,DOAY,36.27324490194317
2021-10-01,SARIMAX,DOAY,26.804047272217844
2021-11-01,SARIMAX,DOAY,31.222316778911164
2021-12-01,SARIMAX,DOAY,36.0768235358731
2022-01-01,SARIMAX,DOAY,40.58592773632097
2022-02-01,SARIMAX,DOAY,45.94742761904385
2022-03-01,SARIMAX,DOAY,44.425796236007216
2022-04-01,SARIMAX,DOAY,51.69700223138784
2022-05-01,SARIMAX,DOAY,48.908988262657516
2022-06-01,SARIMAX,DOAY,38.28536400104588
2022-07-01,SARIMAX,DOAY,29.74662426782652
2022-08-01,SARIMAX,DOAY,27.461385532873834
2022-09-01,SARIMAX,DOAY,18.034418662679172
2020-10-01,SARIMAX,IBUS,-2.2446284713689124
2020-11-01,SARIMAX,IBUS,-3.4119418358655196
2020-12-01,SARIMAX,IBUS,1.5795732156275903
2021-01-01,SARIMAX,IBUS,1.8645423901326978
2021-02-01,SARIMAX,IBUS,-5.801379047763135
2021-03-01,SARIMAX,IBUS,-1.6284223452225888
2021-04-01,SARIMAX,IBUS,-4.99930560239855
2021-05-01,SARIMAX,IBUS,-0.6003182869390571
2021-06-01,SARIMAX,IBUS,0.7509988604368232
2021-07-01,SARIMAX,IBUS,0.3611794006971252
2021-08-01,SARIMAX,IBUS,1.0813777535034035
2021-09-01,SARIMAX,IBUS,-1.7221175370748085
2021-10-01,SARIMAX,IBUS,-6.883567873148962
2021-11-01,SARIMAX,IBUS,-6.920338335774375
2021-12-01,SARIMAX,IBUS,-6.491061998197779
2022-01-01,SARIMAX,IBUS,-10.341379170363695
2022-02-01,SARIMAX,IBUS,-13.270518029711383
2022-03-01,SARIMAX,IBUS,-13.263998247420346
2022-04-01,SARIMAX,IBUS,-17.608261356817366
2022-05-01,SARIMAX,IBUS,-16.381486503585876
2022-06-01,SARIMAX,IBUS,-24.684117689696023
2022-07-01,SARIMAX,IBUS,-35.08302227914689
2022-08-01,SARIMAX,IBUS,-29.432928276650728
2022-09-01,SARIMAX,IBUS,-32.4832484017486
2020-10-01,SARIMAX,DOAZ,1.101133644182255
2020-11-01,SARIMAX,DOAZ,2.7468126276375244
2020-12-01,SARIMAX,DOAZ,7.637295187474592
2021-01-01,SARIMAX,DOAZ,5.322359757288837
2021-02-01,SARIMAX,DOAZ,7.768486665049608
2021-03-01,SARIMAX,DOAZ,6.213486694974165
2021-04-01,SARIMAX,DOAZ,6.011237885610626
2021-05-01,SARIMAX,DOAZ,5.569335987703482
2021-06-01,SARIMAX,DOAZ,5.641809605059194
2021-07-01,SARIMAX,DOAZ,6.796600755759158
2021-08-01,SARIMAX,DOAZ,6.218511328200947
2021-09-01,SARIMAX,DOAZ,3.971208746198471
2021-10-01,SARIMAX,DOAZ,0.2757140199387038
2021-11-01,SARIMAX,DOAZ,0.37821010198192084
2021-12-01,SARIMAX,DOAZ,-1.1495017205572537
2022-01-01,SARIMAX,DOAZ,-1.9340909240998485
2022-02-01,SARIMAX,DOAZ,-0.5926958816956471
2022-03-01,SARIMAX,DOAZ,-2.074126077225287
2022-04-01,SARIMAX,DOAZ,-0.4295591395584495
2022-05-01,SARIMAX,DOAZ,-3.2498430431758436
2022-06-01,SARIMAX,DOAZ,-7.47620710130434
2022-07-01,SARIMAX,DOAZ,-10.630671152217275
2022-08-01,SARIMAX,DOAZ,-14.181477372809667
2022-09-01,SARIMAX,DOAZ,-19.155985738637355
2020-10-01,SARIMAX,DOBA,0.038506045148920975
2020-11-01,SARIMAX,DOBA,1.9278928076553825
2020-12-01,SARIMAX,DOBA,6.643422962898995
2021-01-01,SARIMAX,DOBA,5.504974679154515
2021-02-01,SARIMAX,DOBA,7.36320555420329
2021-03-01,SARIMAX,DOBA,6.731461616611142
2021-04-01,SARIMAX,DOBA,6.763031788277743
2021-05-01,SARIMAX,DOBA,6.785979268826594
2021-06-01,SARIMAX,DOBA,7.488105949885636
2021-07-01,SARIMAX,DOBA,8.251982319623352
2021-08-01,SARIMAX,DOBA,8.77579316825512
2021-09-01,SARIMAX,DOBA,6.430518450805295
2021-10-01,SARIMAX,DOBA,1.8660300937426086
2021-11-01,SARIMAX,DOBA,2.1717972382236894
2021-12-01,SARIMAX,DOBA,3.6141853794114525
2022-01-01,SARIMAX,DOBA,3.9014192101833203
2022-02-01,SARIMAX,DOBA,5.26733698642326
2022-03-01,SARIMAX,DOBA,4.245932582914747
2022-04-01,SARIMAX,DOBA,4.318205877940642
2022-05-01,SARIMAX,DOBA,1.6617417489868558
2022-06-01,SARIMAX,DOBA,-0.6934332686934681
2022-07-01,SARIMAX,DOBA,-2.468084851993268
2022-08-01,SARIMAX,DOBA,-4.483225092874505
2022-09-01,SARIMAX,DOBA,-9.136940106383946
2020-10-01,SARIMAX,IBUT,3.9419461237399105
2020-11-01,SARIMAX,IBUT,5.812208624777298
2020-12-01,SARIMAX,IBUT,11.91048346500844
2021-01-01,SARIMAX,IBUT,7.9741140584294214
2021-02-01,SARIMAX,IBUT,15.62162096020117
2021-03-01,SARIMAX,IBUT,13.98310470438875
2021-04-01,SARIMAX,IBUT,10.938652789206571
2021-05-01,SARIMAX,IBUT,9.436160689838289
2021-06-01,SARIMAX,IBUT,5.4879527901767915
2021-07-01,SARIMAX,IBUT,8.298041866301446
2021-08-01,SARIMAX,IBUT,3.005299677500375
2021-09-01,SARIMAX,IBUT,2.1241304110130272
2021-10-01,SARIMAX,IBUT,3.3173241271597362
2021-11-01,SARIMAX,IBUT,4.56974144547894
2021-12-01,SARIMAX,IBUT,-11.919221518772815
2022-01-01,SARIMAX,IBUT,-15.162557595440035
2022-02-01,SARIMAX,IBUT,-13.437003862170627
2022-03-01,SARIMAX,IBUT,-15.126922326874194
2022-04-01,SARIMAX,IBUT,-5.265661242629051
2022-05-01,SARIMAX,IBUT,-6.8751342845193335
2022-06-01,SARIMAX,IBUT,-20.334537855420592
2022-07-01,SARIMAX,IBUT,-31.2858197660874
2022-08-01,SARIMAX,IBUT,-42.688330021623244
2022-09-01,SARIMAX,IBUT,-47.119604545208745
2020-10-01,SARIMAX,DOBB,-1.2110025866853107
2020-11-01,SARIMAX,DOBB,3.4348706551276678
2020-12-01,SARIMAX,DOBB,0.5245779487332811
2021-01-01,SARIMAX,DOBB,2.1733013330879487
2021-02-01,SARIMAX,DOBB,-0.9287744355088989
2021-03-01,SARIMAX,DOBB,-4.880689016387436
2021-04-01,SARIMAX,DOBB,-5.236014536424477
2021-05-01,SARIMAX,DOBB,-7.7786148810371
2021-06-01,SARIMAX,DOBB,-2.841093682831172
2021-07-01,SARIMAX,DOBB,-5.525375886710719
2021-08-01,SARIMAX,DOBB,-6.03024740607421
2021-09-01,SARIMAX,DOBB,-6.866496025545445
2021-10-01,SARIMAX,DOBB,-8.028326953000516
2021-11-01,SARIMAX,DOBB,-7.923933962578701
2021-12-01,SARIMAX,DOBB,-10.848390983103087
2022-01-01,SARIMAX,DOBB,-13.658300155364202
2022-02-01,SARIMAX,DOBB,-13.84359749423595
2022-03-01,SARIMAX,DOBB,-17.51615793905279
2022-04-01,SARIMAX,DOBB,-16.993208992320604
2022-05-01,SARIMAX,DOBB,-17.84247728813139
2022-06-01,SARIMAX,DOBB,-17.093079625278165
2022-07-01,SARIMAX,DOBB,-23.968574617118634
2022-08-01,SARIMAX,DOBB,-23.492984940718713
2022-09-01,SARIMAX,DOBB,-25.41915910029749
2020-10-01,SARIMAX,DOBC,-2.8723736621086573
2020-11-01,SARIMAX,DOBC,5.055771446198065
2020-12-01,SARIMAX,DOBC,1.9689291244102094
2021-01-01,SARIMAX,DOBC,2.6492543712689383
2021-02-01,SARIMAX,DOBC,1.0917278780751474
2021-03-01,SARIMAX,DOBC,-2.5651268665421867
2021-04-01,SARIMAX,DOBC,-3.7852770826273456
2021-05-01,SARIMAX,DOBC,-5.4043459876460815
2021-06-01,SARIMAX,DOBC,0.1298375093136599
2021-07-01,SARIMAX,DOBC,-2.4791345336244888
2021-08-01,SARIMAX,DOBC,-1.0206577570380375
2021-09-01,SARIMAX,DOBC,-2.8342632622519943
2021-10-01,SARIMAX,DOBC,-4.16287350550013
2021-11-01,SARIMAX,DOBC,-3.2431682603855165
2021-12-01,SARIMAX,DOBC,-6.332808675459688
2022-01-01,SARIMAX,DOBC,-9.18859155296056
2022-02-01,SARIMAX,DOBC,-7.754891658652326
2022-03-01,SARIMAX,DOBC,-8.741763705605393
2022-04-01,SARIMAX,DOBC,-9.894753288782454
2022-05-01,SARIMAX,DOBC,-11.468857249248657
2022-06-01,SARIMAX,DOBC,-9.781515731010842
2022-07-01,SARIMAX,DOBC,-17.566032686904293
2022-08-01,SARIMAX,DOBC,-16.62537128017459
2022-09-01,SARIMAX,DOBC,-17.34916380671487
2020-10-01,SARIMAX,IBUU,1.3763205711755973
2020-11-01,SARIMAX,IBUU,-4.81461177523687
2020-12-01,SARIMAX,IBUU,-2.4651588808891916
2021-01-01,SARIMAX,IBUU,1.4535586698302723
2021-02-01,SARIMAX,IBUU,-3.108523546243532
2021-03-01,SARIMAX,IBUU,-5.922174840288619
2021-04-01,SARIMAX,IBUU,-1.57095040592111
2021-05-01,SARIMAX,IBUU,-5.033040968198975
2021-06-01,SARIMAX,IBUU,-2.004788546917382
2021-07-01,SARIMAX,IBUU,-6.9935551366694995
2021-08-01,SARIMAX,IBUU,-8.84153905716073
2021-09-01,SARIMAX,IBUU,-5.637686463654575
2021-10-01,SARIMAX,IBUU,-15.10246916238043
2021-11-01,SARIMAX,IBUU,-10.973468375478774
2021-12-01,SARIMAX,IBUU,-5.705674236257096
2022-01-01,SARIMAX,IBUU,-17.300182487804875
2022-02-01,SARIMAX,IBUU,-19.62571988993551
2022-03-01,SARIMAX,IBUU,-28.2468293846822
2022-04-01,SARIMAX,IBUU,-23.95920017315916
2022-05-01,SARIMAX,IBUU,-21.854176071268682
2022-06-01,SARIMAX,IBUU,-18.80667829763695
2022-07-01,SARIMAX,IBUU,-22.446485774217194
2022-08-01,SARIMAX,IBUU,-23.48926710906403
2022-09-01,SARIMAX,IBUU,-29.054477284871723
2020-10-01,SARIMAX,DOBD,0.13085142496728963
2020-11-01,SARIMAX,DOBD,1.2330529947091975
2020-12-01,SARIMAX,DOBD,4.982194186643341
2021-01-01,SARIMAX,DOBD,2.772621946154487
2021-02-01,SARIMAX,DOBD,3.2163884578814077
2021-03-01,SARIMAX,DOBD,11.46844598228924
2021-04-01,SARIMAX,DOBD,0.7314040980266441
2021-05-01,SARIMAX,DOBD,4.675624657397378
2021-06-01,SARIMAX,DOBD,4.882906202153833
2021-07-01,SARIMAX,DOBD,3.1251496425579433
2021-08-01,SARIMAX,DOBD,2.7370912971775283
2021-09-01,SARIMAX,DOBD,0.8907294653772055
2021-10-01,SARIMAX,DOBD,3.116473444934968
2021-11-01,SARIMAX,DOBD,3.414269924614757
2021-12-01,SARIMAX,DOBD,-4.628910224694096
2022-01-01,SARIMAX,DOBD,-6.822464497564027
2022-02-01,SARIMAX,DOBD,-9.870766552352478
2022-03-01,SARIMAX,DOBD,-2.0512470386535995
2022-04-01,SARIMAX,DOBD,-12.619130571822211
2022-05-01,SARIMAX,DOBD,-15.646708250431914
2022-06-01,SARIMAX,DOBD,-18.318243679275895
2022-07-01,SARIMAX,DOBD,-27.40568369175199
2022-08-01,SARIMAX,DOBD,-31.536505154713524
2022-09-01,SARIMAX,DOBD,-32.92263019234272
2020-10-01,SARIMAX,DOBE,-159.92503326696004
2020-11-01,SARIMAX,DOBE,68.85303900844133
2020-12-01,SARIMAX,DOBE,-461.68765382042386
2021-01-01,SARIMAX,DOBE,469.5656452464871
2021-02-01,SARIMAX,DOBE,-1426.19103287022
2021-03-01,SARIMAX,DOBE,2157.9543784119314
2021-04-01,SARIMAX,DOBE,-4888.877110639088
2021-05-01,SARIMAX,DOBE,8682.037966405627
2021-06-01,SARIMAX,DOBE,-17742.807739357027
2021-07-01,SARIMAX,DOBE,33404.227467752666
2021-08-01,SARIMAX,DOBE,-65924.63203602839
2021-09-01,SARIMAX,DOBE,126594.69718725614
2021-10-01,SARIMAX,DOBE,-246954.35573981644
2021-11-01,SARIMAX,DOBE,477404.50505192776
2021-12-01,SARIMAX,DOBE,-927681.0170265572
2022-01-01,SARIMAX,DOBE,1797392.987118253
2022-02-01,SARIMAX,DOBE,-3488177.533820513
2022-03-01,SARIMAX,DOBE,6763286.856502906
2022-04-01,SARIMAX,DOBE,-13120098.122241326
2022-05-01,SARIMAX,DOBE,25444528.364104044
2022-06-01,SARIMAX,DOBE,-49353622.1299563
2022-07-01,SARIMAX,DOBE,95720881.74699818
2022-08-01,SARIMAX,DOBE,-185658426.8386076
2022-09-01,SARIMAX,DOBE,360090302.7145647
2020-10-01,SARIMAX,DOBF,-16.71996861127292
2020-11-01,SARIMAX,DOBF,23.8157126980808
2020-12-01,SARIMAX,DOBF,-0.9418021019910725
2021-01-01,SARIMAX,DOBF,5.460593700361642
2021-02-01,SARIMAX,DOBF,0.7192884346775372
2021-03-01,SARIMAX,DOBF,4.120841786494111
2021-04-01,SARIMAX,DOBF,4.737321179580533
2021-05-01,SARIMAX,DOBF,6.259372974956136
2021-06-01,SARIMAX,DOBF,2.444022349432373
2021-07-01,SARIMAX,DOBF,6.513390357269941
2021-08-01,SARIMAX,DOBF,-14.583929766012147
2021-09-01,SARIMAX,DOBF,-0.6653644928582594
2021-10-01,SARIMAX,DOBF,-19.770270300469633
2021-11-01,SARIMAX,DOBF,-12.15331560193738
2021-12-01,SARIMAX,DOBF,-15.860120279275918
2022-01-01,SARIMAX,DOBF,-17.05448569302638
2022-02-01,SARIMAX,DOBF,-19.17636799265415
2022-03-01,SARIMAX,DOBF,-18.632000764609074
2022-04-01,SARIMAX,DOBF,-20.901216751461675
2022-05-01,SARIMAX,DOBF,-22.645828111945264
2022-06-01,SARIMAX,DOBF,-21.99983385020215
2022-07-01,SARIMAX,DOBF,-18.51951839402892
2022-08-01,SARIMAX,DOBF,-45.407943765559594
2022-09-01,SARIMAX,DOBF,-30.758718076121454
2020-10-01,SARIMAX,DOBG,-3.768101016027856
2020-11-01,SARIMAX,DOBG,-7.7240334359240705
2020-12-01,SARIMAX,DOBG,-1.44665611512562
2021-01-01,SARIMAX,DOBG,-6.704300006723486
2021-02-01,SARIMAX,DOBG,-4.726123533046916
2021-03-01,SARIMAX,DOBG,-1.4094634055250026
2021-04-01,SARIMAX,DOBG,-4.721404402668611
2021-05-01,SARIMAX,DOBG,1.731959431322366
2021-06-01,SARIMAX,DOBG,0.65863138835374
2021-07-01,SARIMAX,DOBG,-2.773575514713116
2021-08-01,SARIMAX,DOBG,-0.5071928878226117
2021-09-01,SARIMAX,DOBG,-4.705368374343266
2021-10-01,SARIMAX,DOBG,-6.7209792220345435
2021-11-01,SARIMAX,DOBG,-3.6563334178409264
2021-12-01,SARIMAX,DOBG,-9.295472633332793
2022-01-01,SARIMAX,DOBG,-8.616124331621052
2022-02-01,SARIMAX,DOBG,-8.479769762670685
2022-03-01,SARIMAX,DOBG,-14.025560625956416
2022-04-01,SARIMAX,DOBG,-11.132206059937005
2022-05-01,SARIMAX,DOBG,-19.94220347458719
2022-06-01,SARIMAX,DOBG,-24.926509715323903
2022-07-01,SARIMAX,DOBG,-23.272148099971616
2022-08-01,SARIMAX,DOBG,-38.42989753307438
2022-09-01,SARIMAX,DOBG,-33.98543017566493
2020-10-01,SARIMAX,DOBH,-1.1249568434891444
2020-11-01,SARIMAX,DOBH,1.137533908649516
2020-12-01,SARIMAX,DOBH,-0.6437237978597068
2021-01-01,SARIMAX,DOBH,0.8312700369215804
2021-02-01,SARIMAX,DOBH,0.6312700369068125
2021-03-01,SARIMAX,DOBH,0.4500123303487271
2021-04-01,SARIMAX,DOBH,-3.774993834856616
2021-05-01,SARIMAX,DOBH,-3.2687546239995413
2021-06-01,SARIMAX,DOBH,-2.106263871763474
2021-07-01,SARIMAX,DOBH,1.7312946977684192
2021-08-01,SARIMAX,DOBH,-0.08747225656929913
2021-09-01,SARIMAX,DOBH,-0.7874969174586113
2021-10-01,SARIMAX,DOBH,-2.876554022273467
2021-11-01,SARIMAX,DOBH,-3.228898928406238
2021-12-01,SARIMAX,DOBH,-4.805853016827768
2022-01-01,SARIMAX,DOBH,-3.0074162875714023
2022-02-01,SARIMAX,DOBH,-5.10741628757944
2022-03-01,SARIMAX,DOBH,-7.584370376027323
2022-04-01,SARIMAX,DOBH,-9.38593364676342
2022-05-01,SARIMAX,DOBH,-10.413669370570119
2022-06-01,SARIMAX,DOBH,-11.466014276650924
2022-07-01,SARIMAX,DOBH,-7.801163204612919
2022-08-01,SARIMAX,DOBH,-12.130462199149406
2022-09-01,SARIMAX,DOBH,-13.936715282131331
2020-10-01,SARIMAX,DOBI,0.41365910893654245
2020-11-01,SARIMAX,DOBI,2.2926221658378836
2020-12-01,SARIMAX,DOBI,1.9926221658448071
2021-01-01,SARIMAX,DOBI,1.5852443317094753
2021-02-01,SARIMAX,DOBI,0.9420738861686004
2021-03-01,SARIMAX,DOBI,0.699999999914553
2021-04-01,SARIMAX,DOBI,-3.8262216586274462
2021-05-01,SARIMAX,DOBI,-4.04725860171078
2021-06-01,SARIMAX,DOBI,-3.618843824350904
2021-07-01,SARIMAX,DOBI,0.5125625496010002
2021-08-01,SARIMAX,DOBI,0.3346960520336779
2021-09-01,SARIMAX,DOBI,0.34945172032308847
2021-10-01,SARIMAX,DOBI,-3.434400288380118
2021-11-01,SARIMAX,DOBI,-3.7194927829494304
2021-12-01,SARIMAX,DOBI,-4.71949278294511
2022-01-01,SARIMAX,DOBI,-4.588437286200133
2022-02-01,SARIMAX,DOBI,-4.680363290557068
2022-03-01,SARIMAX,DOBI,-8.450548279730981
2022-04-01,SARIMAX,DOBI,-15.061103247115057
2022-05-01,SARIMAX,DOBI,-16.146195741674774
2022-06-01,SARIMAX,DOBI,-15.892158743771972
2022-07-01,SARIMAX,DOBI,-11.856141303593915
2022-08-01,SARIMAX,DOBI,-14.349307793811988
2022-09-01,SARIMAX,DOBI,-14.011418787290154
2020-10-01,SARIMAX,DOBJ,-2.3567033735040184
2020-11-01,SARIMAX,DOBJ,0.8209296437221099
2020-12-01,SARIMAX,DOBJ,-2.7269112719953625
2021-01-01,SARIMAX,DOBJ,1.0201259819020834
2021-02-01,SARIMAX,DOBJ,1.201341286011683
2021-03-01,SARIMAX,DOBJ,0.7353402101856545
2021-04-01,SARIMAX,DOBJ,-2.698498658897364
2021-05-01,SARIMAX,DOBJ,-1.217359606930387
2021-06-01,SARIMAX,DOBJ,0.2587880025190543
2021-07-01,SARIMAX,DOBJ,2.7730640869636716
2021-08-01,SARIMAX,DOBJ,-0.7801957558620529
2021-09-01,SARIMAX,DOBJ,-2.1438137615935773
2021-10-01,SARIMAX,DOBJ,-1.6607407319247898
2021-11-01,SARIMAX,DOBJ,-1.30304685619285
2021-12-01,SARIMAX,DOBJ,-4.606248799762369
2022-01-01,SARIMAX,DOBJ,0.45702803685395565
2022-02-01,SARIMAX,DOBJ,-1.8409675671672403
2022-03-01,SARIMAX,DOBJ,-3.1780445975366547
2022-04-01,SARIMAX,DOBJ,-3.393953517172946
2022-05-01,SARIMAX,DOBJ,-3.3243219831274757
2022-06-01,SARIMAX,DOBJ,-4.345302546119939
2022-07-01,SARIMAX,DOBJ,-2.849364402199626
2022-08-01,SARIMAX,DOBJ,-7.69898809182078
2022-09-01,SARIMAX,DOBJ,-10.106043724044753
2020-10-01,SARIMAX,DOBK,1.6681423013903327
2020-11-01,SARIMAX,DOBK,-0.007629215329927774
2020-12-01,SARIMAX,DOBK,1.577812381492322
2021-01-01,SARIMAX,DOBK,1.6708773106250305
2021-02-01,SARIMAX,DOBK,2.7965377358052024
2021-03-01,SARIMAX,DOBK,1.5415794680325803
2021-04-01,SARIMAX,DOBK,-0.3107277720500292
2021-05-01,SARIMAX,DOBK,-0.35287222441604627
2021-06-01,SARIMAX,DOBK,-2.6211568367274936
2021-07-01,SARIMAX,DOBK,-0.7268566599383348
2021-08-01,SARIMAX,DOBK,-3.393862617606999
2021-09-01,SARIMAX,DOBK,-5.95425343132888
2021-10-01,SARIMAX,DOBK,-3.251246722099438
2021-11-01,SARIMAX,DOBK,-3.5245857177615676
2021-12-01,SARIMAX,DOBK,-3.905137099253295
2022-01-01,SARIMAX,DOBK,-1.5131066520885952
2022-02-01,SARIMAX,DOBK,0.8026891373537524
2022-03-01,SARIMAX,DOBK,-5.091319890824025
2022-04-01,SARIMAX,DOBK,-4.880484660328989
2022-05-01,SARIMAX,DOBK,-5.866649331071926
2022-06-01,SARIMAX,DOBK,-6.344141840153384
2022-07-01,SARIMAX,DOBK,-5.536157395503608
2022-08-01,SARIMAX,DOBK,-8.806263568030829
2022-09-01,SARIMAX,DOBK,-11.26092778015834
2020-10-01,SARIMAX,DOBL,0.6095190461330731
2020-11-01,SARIMAX,DOBL,2.371674935978035
2020-12-01,SARIMAX,DOBL,4.662155889946462
2021-01-01,SARIMAX,DOBL,4.844610275331377
2021-02-01,SARIMAX,DOBL,4.475688220265852
2021-03-01,SARIMAX,DOBL,4.799999999952092
2021-04-01,SARIMAX,DOBL,0.03910451344313515
2021-05-01,SARIMAX,DOBL,-0.7879601472112086
2021-06-01,SARIMAX,DOBL,-1.1947263121824108
2021-07-01,SARIMAX,DOBL,-2.9661691741856657
2021-08-01,SARIMAX,DOBL,-5.933830825948576
2021-09-01,SARIMAX,DOBL,-9.852868918007346
2021-10-01,SARIMAX,DOBL,-12.659840526134133
2021-11-01,SARIMAX,DOBL,-1.6170014095131933
2021-12-01,SARIMAX,DOBL,-2.810029801315352
2022-01-01,SARIMAX,DOBL,-1.9599667095955056
2022-02-01,SARIMAX,DOBL,-1.8385471512769413
